data_name,sample_size,time,num_of_threads
almost_sorted_data_100000.txt,100000,0.016117501258850097,256
random_data_1000.txt,1000,0.0035865068435668944,256
almost_sorted_data_1000000.txt,1000000,0.1567762613296509,256
data_with_duplicates_100000.txt,100000,0.01055288314819336,256
random_data_100000.txt,100000,0.02760632038116455,256
data_with_duplicates_1000.txt,1000,0.0030506372451782225,256
almost_sorted_data_1000.txt,1000,0.004718303680419922,256
random_data_1000000.txt,1000000,0.18134400844573975,256
data_with_duplicates_1000000.txt,1000000,0.05420022010803223,256
almost_sorted_data_100000.txt,100000,0.11174426078796387,128
random_data_1000.txt,1000,0.0037305355072021484,128
almost_sorted_data_1000000.txt,1000000,0.2294137716293335,128
data_with_duplicates_100000.txt,100000,0.01379256248474121,128
random_data_100000.txt,100000,0.04801077842712402,128
data_with_duplicates_1000.txt,1000,0.0030210733413696287,128
almost_sorted_data_1000.txt,1000,0.004100275039672851,128
random_data_1000000.txt,1000000,0.28450334072113037,128
data_with_duplicates_1000000.txt,1000000,0.08409810066223145,128
almost_sorted_data_100000.txt,100000,0.0989849328994751,64
random_data_1000.txt,1000,0.0036989688873291016,64
almost_sorted_data_1000000.txt,1000000,0.4931866407394409,64
data_with_duplicates_100000.txt,100000,0.016768264770507812,64
random_data_100000.txt,100000,0.050368642807006835,64
data_with_duplicates_1000.txt,1000,0.0027984142303466796,64
almost_sorted_data_1000.txt,1000,0.0032283306121826173,64
random_data_1000000.txt,1000000,0.5044612169265748,64
data_with_duplicates_1000000.txt,1000000,0.16216635704040527,64
almost_sorted_data_100000.txt,100000,0.13331451416015624,32
random_data_1000.txt,1000,0.004451155662536621,32
almost_sorted_data_1000000.txt,1000000,0.9157309293746948,32
data_with_duplicates_100000.txt,100000,0.028575205802917482,32
random_data_100000.txt,100000,0.08631782531738282,32
data_with_duplicates_1000.txt,1000,0.0023958444595336913,32
almost_sorted_data_1000.txt,1000,0.003186154365539551,32
random_data_1000000.txt,1000000,1.0165108680725097,32
data_with_duplicates_1000000.txt,1000000,0.3000342607498169,32
